Zona,grandiente,Edad,Sexo,Instruccion,Hombres,Mujeres,Vivienda_Habitacion,Vivienda_Material,Tipo_Servicio,Paga_mes,Como_Purif_Agua,Tipo_Organizaciones,Tipo_actividad_sociocultural,Platos_tipicos,Acceso_educacion,Acceso_salud,Servio_trasporte,Actividad_Productiva,Tipos_Cultivos,Tipos_Animales,Area_Ocupada,Rol_Esposo,Rol_Esposa,Lugar_Venta_Productos,Tipo_financiamiento,Nivel_suficiencia_ecoomica,Ingreso_Mensual,RRNN_Finca,Grado_Importancia_RRNN,Cantidad_agua,Calidad_agua,Descarga_aguas_residuales,Manejo_residuos_solidos,Conflictos_tipos_tenencia_tierra,Uso_Agua
San Vicente del Almendral,Alta,60,Masculino,Primaria,4,4.0,Arrendada,Bloque de hormigon,"Agua Entubada,Pozo Septico,Energia Electrica,Gas,Telefonia","USD 1,00-5,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",No tiene,NO,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba","Gallinas, Cerdos, Ganado vacuno","0,25-3,50","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha",Casanga,"Recursos propios, Creditos institucionales",En parte,50-200,"Agua, Suelo, Madera, Leña",Importante,Mala,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Zapotepamba ,Baja,32,Masculino,Primaria ,2,3.0,Propia ,Bloque de hormigon,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Mani ","Gallinas, Cerdos, Ganado caprino","0,10-2,00","Manejo de ganado caprino, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",SI,50-200,"Agua, Suelo, Madera, Leña",Importante,Mala,Mala,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,75,Masculino,Primaria,1,1.0,Propia,"Adobe, Madera, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",SI,50-200,"Agua, Suelo, Madera, Leña",Fundamental,Buena,Excelente,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,63,Femenino,Primaria,2,1.0,Propia,"Adobe, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",SI,100-300,"Agua, Suelo, Madera, Leña",Poco importante,Buena,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,53,Femenino,Secundaria,2,1.0,Propia ,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",SI,100-300,"Agua, Suelo, Madera, Leña",Importante ,Regular,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",SI,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,68,Masculino,Primaria,1,1.0,Propia,"Adobe, Madera, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",SI,50-200,"Agua, Suelo, Madera, Leña",Importante,Mala,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Zapotepamba,Baja,45,Masculino,Secundaria,2,3.0,Prestada,Adobe,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Mani ","Gallinas, Cerdos, Ganado caprino","0,10-2,00","Manejo de ganado caprino, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",No,50-200,"Agua, Suelo, Madera, Leña",Importante ,Mala,Mala,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Zapotepamba,Baja,86,Masculino,Primaria,1,3.0,Propia,Bloque de hormigon,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Mani ","Gallinas, Cerdos, Ganado caprino","0,10-2,00","Manejo de ganado caprino, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Creditos institucionales",SI,50-200,"Agua, Suelo, Madera, Leña",Fundamental,Buena,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,72,Masculino,Primaria ,3,2.0,Propia ,Adobe,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",SI,100-300,"Agua, Suelo, Madera, Leña",Muy importante,Regular,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,59,Masculino,Primaria ,2,1.0,Propia ,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",SI,100-300,"Agua, Suelo, Madera, Leña",Importante ,Buena,Mala,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,76,Masculino,Primaria,2,3.0,Propia,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,100-300,"Agua, Suelo, Madera, Leña",Poco Importante,Regular,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,60,Femenino,Primaria,0,3.0,Prestada,"Adobe, Madera, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",No,50-200,"Agua, Suelo, Madera, Leña",Muy importante,Mala,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,53,Masculino,Secundaria,2,3.0,Propia,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,100-300,"Agua, Suelo, Madera, Leña",Importante,Buena,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,78,Masculino ,Primaria,1,0.0,Propia,Adobe,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Creditos institucionales",En parte,100-300,"Agua, Suelo, Madera, Leña",Importante ,Excelente,Excelente,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,52,Masculino ,Secundaria,1,3.0,Propia,"Bloque de hormigon, Madera","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,100-300,"Agua, Suelo, Madera, Leña",Importante ,Excelente,Excelente,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,50,Femenino,Primaria,4,4.0,Propia,"Adobe, Madera, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,50-200,"Agua, Suelo, Madera, Leña",Importante ,Muy mala,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,30,Femenino,Primaria,3,2.0,Propia,"Adobe, Madera, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,50-200,"Agua, Suelo, Madera, Leña",Muy importante,Buena,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,52,Masculino,Primaria,3,1.0,Propia,Bloque de hormigon,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",SI,50-200,"Agua, Suelo, Madera, Leña",Muy importante,Mala,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,53,Femenino,Secundaria ,2,4.0,Propia,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Creditos institucionales",En parte,100-300,"Agua, Suelo, Madera, Leña",Importante ,Buena,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,23,Femenino,Secundaria ,5,3.0,Propia,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,100-300,"Agua, Suelo, Madera, Leña",Importante ,Buena,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
San Vicente de la Salera,Alta,50,Femenino,Ninguna,2,1.0,Propia,"Adobe, Madera","Agua Entubada,Pozo Septico,Energia Electrica,Gas,Telefonia","USD 1,00-5,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",No tiene,NO,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba","Gallinas, Cerdos, Ganado vacuno","0,10-1,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha ","Recursos propios, Creditos institucionales",NO,100-300,"Agua, Suelo, Madera, Leña",Importante,Muy mala,Muy mala,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,85,Masculino,Ninguna,1,2.0,Propia,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Creditos institucionales",En parte,100-300,"Agua, Suelo, Madera, Leña",Fundamental,Regular,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,50,Masculino,Primaria,4,4.0,Propia,"Adobe, Madera, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",No,50-200,"Agua, Suelo, Madera, Leña",Fundamental,Regular,Excelente,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,84,Masculino,Primaria,1,3.0,Propia,Bloque de hormigon,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",No,50-200,"Agua, Suelo, Madera, Leña",Fundamental,Muy mala,Regular,"Pozo septico, inflitracion en el suelo",Desecha en quebradas,NO,"Consumo domestico, Riego, Ganaderia"
San Vicente de la Salera,Alta,61,Masculino,Primaria,1,1.0,Propia,"Adobe, Madera","Agua Entubada,Pozo Septico,Energia Electrica,Gas,Telefonia","USD 1,00-5,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",No tiene,NO,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba","Gallinas, Cerdos, Ganado vacuno","0,10-1,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha ","Recursos propios, Creditos institucionales",En parte,100-300,"Agua, Suelo, Madera, Leña",Muy importante,Mala,Regular,"Pozo septico, inflitracion en el suelo","Quema, Uso para abono",NO,"Consumo domestico, Riego, Ganaderia"
San Vicente de la Salera,Alta,69,Masculino,Primaria,1,3.0,Arrendada,"Adobe, Madera","Agua Entubada,Pozo Septico,Energia Electrica,Gas,Telefonia","USD 1,00-5,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",No tiene,NO,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba","Gallinas, Cerdos, Ganado vacuno","0,10-1,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha ","Recursos propios, Creditos institucionales",En parte,100-300,"Agua, Suelo, Madera, Leña",Muy importante,Mala,Regular,"Pozo septico, inflitracion en el suelo","Quema, Uso para abono",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,76,Femenino,Primaria,0,3.0,Propia,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,100-300,"Agua, Suelo, Madera, Leña",Fundamental,Regular,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,81,Masculino,Primaria,1,3.0,Propia,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Creditos institucionales",En parte,100-300,"Agua, Suelo, Madera, Leña",Fundamental,Regular,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,23,Femenino,Secundaria ,2,1.0,Propia,Bloque de hormigon,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",NO,50-200,"Agua, Suelo, Madera, Leña",Importante ,Regular,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,58,Femenino,Primaria,0,2.0,Propia,"Adobe, Madera, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",Si,50-200,"Agua, Suelo, Madera, Leña",Muy importante,Buena,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
San Vicente de la Salera,Alta,20,Femenino,Primaria,0,2.0,Arrendada,"Adobe, Madera","Agua Entubada,Pozo Septico,Energia Electrica,Gas,Telefonia","USD 1,00-5,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",No tiene,NO,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba","Gallinas, Cerdos, Ganado vacuno","0,10-1,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha ","Recursos propios, Creditos institucionales",NO,100-300,"Agua, Suelo, Madera, Leña",Importante,Regular,Buena,"Pozo septico, inflitracion en el suelo","Quema, Uso para abono",NO,"Consumo domestico, Riego, Ganaderia"
